,neighbourhood_group,price,minimum_nights,number_of_reviews,price_category,availability_365
9070,Brooklyn,105,14,48,Medium,74
9074,Brooklyn,220,2,118,Medium,277
9082,Brooklyn,250,2,23,Medium,0
9094,Manhattan,150,30,12,Medium,298
9095,Manhattan,115,30,12,Medium,331
9104,Manhattan,125,30,17,Medium,202
9116,Manhattan,139,2,24,Medium,20
9128,Manhattan,190,2,25,Medium,4
9140,Brooklyn,110,2,15,Medium,12
9143,Manhattan,195,7,26,Medium,1
9153,Manhattan,190,6,61,Medium,275
9154,Manhattan,177,3,22,Medium,0
9162,Brooklyn,160,4,40,Medium,138
9172,Manhattan,105,2,17,Medium,190
9174,Manhattan,222,2,94,Medium,281
9180,Brooklyn,150,3,125,Medium,271
9192,Brooklyn,139,1,184,Medium,0
9194,Manhattan,153,1,76,Medium,305
9202,Brooklyn,180,3,123,Medium,211
9207,Queens,250,2,89,Medium,300
9210,Brooklyn,140,1,66,Medium,5
9211,Manhattan,850,1,177,High,268
9214,Manhattan,245,5,17,Medium,346
9224,Brooklyn,120,2,77,Medium,0
9225,Brooklyn,103,100,128,Medium,358
9231,Manhattan,220,1,84,Medium,6
9232,Manhattan,160,1,18,Medium,180
9236,Manhattan,500,3,36,High,85
9238,Brooklyn,140,2,21,Medium,0
9241,Manhattan,150,4,12,Medium,0
9246,Manhattan,275,3,58,Medium,59
9250,Manhattan,243,1,26,Medium,149
9254,Brooklyn,150,4,11,Medium,8
9256,Brooklyn,109,2,118,Medium,14
9264,Manhattan,116,2,101,Medium,42
9269,Brooklyn,110,29,103,Medium,222
9270,Brooklyn,267,2,14,Medium,1
9274,Queens,398,4,55,High,82
9279,Manhattan,299,28,160,Medium,315
9283,Manhattan,190,1,36,Medium,358
9289,Manhattan,149,2,14,Medium,0
9294,Manhattan,150,1,51,Medium,0
9297,Brooklyn,125,2,31,Medium,0
9298,Manhattan,270,4,44,Medium,335
9299,Brooklyn,110,2,38,Medium,290
9314,Brooklyn,145,2,207,Medium,287
9317,Queens,130,2,77,Medium,322
9333,Brooklyn,110,3,14,Medium,0
9341,Manhattan,120,7,11,Medium,2
9342,Queens,109,1,86,Medium,344
9351,Brooklyn,120,2,74,Medium,60
9353,Brooklyn,135,2,174,Medium,5
9360,Manhattan,349,3,31,High,157
9364,Manhattan,250,2,17,Medium,130
9375,Manhattan,500,3,11,High,2
9378,Brooklyn,168,2,20,Medium,0
9379,Brooklyn,200,2,28,Medium,0
9380,Manhattan,355,3,42,High,116
9387,Brooklyn,130,2,151,Medium,36
9391,Manhattan,160,10,25,Medium,1
9395,Brooklyn,125,2,152,Medium,166
9398,Manhattan,130,3,18,Medium,0
9401,Brooklyn,125,3,17,Medium,80
9407,Brooklyn,225,2,117,Medium,242
9418,Brooklyn,299,2,18,Medium,0
9422,Manhattan,450,4,206,High,1
9431,Brooklyn,250,7,11,Medium,225
9432,Brooklyn,159,3,14,Medium,31
9448,Manhattan,200,3,18,Medium,188
9449,Manhattan,175,3,44,Medium,34
9454,Brooklyn,600,5,12,High,174
9457,Manhattan,219,2,30,Medium,2
9458,Manhattan,175,21,17,Medium,0
9459,Manhattan,120,2,13,Medium,0
9469,Manhattan,120,1,13,Medium,0
9473,Manhattan,200,5,12,Medium,25
9475,Manhattan,250,3,11,Medium,345
9476,Brooklyn,125,2,11,Medium,10
9478,Manhattan,160,1,150,Medium,238
9484,Brooklyn,178,3,163,Medium,201
9493,Queens,158,30,130,Medium,311
9494,Manhattan,450,2,48,High,188
9497,Brooklyn,130,1,13,Medium,188
9501,Manhattan,170,5,13,Medium,4
9505,Manhattan,299,1,69,Medium,257
9513,Manhattan,250,30,48,Medium,341
9514,Brooklyn,399,3,11,High,18
9520,Manhattan,650,2,24,High,23
9522,Manhattan,159,5,22,Medium,22
9525,Manhattan,120,3,86,Medium,99
9533,Manhattan,120,4,21,Medium,9
9536,Brooklyn,350,3,58,High,81
9546,Manhattan,650,6,14,High,90
9548,Queens,290,1,74,Medium,338
9552,Manhattan,235,3,111,Medium,126
9556,Manhattan,195,2,30,Medium,189
9561,Brooklyn,125,4,27,Medium,312
9562,Brooklyn,130,4,34,Medium,340
9563,Bronx,120,1,142,Medium,345
9583,Manhattan,145,2,148,Medium,134
9589,Manhattan,189,5,21,Medium,239
9597,Manhattan,199,3,20,Medium,0
9598,Manhattan,174,1,19,Medium,322
9600,Manhattan,120,7,11,Medium,362
9605,Brooklyn,450,2,34,High,337
9620,Brooklyn,129,2,45,Medium,256
9625,Manhattan,120,1,18,Medium,0
9636,Brooklyn,135,2,23,Medium,0
9642,Manhattan,245,3,14,Medium,198
9647,Manhattan,145,3,62,Medium,0
9648,Brooklyn,109,2,28,Medium,170
9652,Brooklyn,125,3,130,Medium,217
9655,Manhattan,250,3,21,Medium,0
9663,Brooklyn,165,3,178,Medium,134
9666,Brooklyn,180,1,22,Medium,89
9674,Brooklyn,130,2,106,Medium,210
9678,Brooklyn,108,2,59,Medium,344
9679,Manhattan,595,2,30,High,332
9690,Brooklyn,150,2,36,Medium,248
9693,Brooklyn,115,3,65,Medium,127
9694,Manhattan,120,5,17,Medium,28
9695,Manhattan,180,3,30,Medium,0
9696,Brooklyn,147,3,109,Medium,191
9698,Manhattan,328,2,145,High,298
9704,Brooklyn,150,1,191,Medium,290
9706,Brooklyn,185,3,56,Medium,333
9709,Brooklyn,125,3,105,Medium,195
9715,Brooklyn,360,6,34,High,76
9726,Manhattan,215,3,94,Medium,8
9727,Manhattan,165,4,38,Medium,0
9731,Brooklyn,105,2,15,Medium,0
9733,Manhattan,499,3,149,High,201
9742,Manhattan,175,4,19,Medium,343
9750,Brooklyn,172,3,135,Medium,247
9758,Brooklyn,102,3,64,Medium,296
9760,Brooklyn,119,5,12,Medium,0
9761,Brooklyn,101,4,54,Medium,0
9770,Manhattan,185,2,12,Medium,0
9772,Manhattan,300,7,51,High,156
9773,Brooklyn,140,2,19,Medium,1
9781,Brooklyn,225,30,23,Medium,268
9786,Manhattan,133,2,183,Medium,263
9792,Brooklyn,275,2,60,Medium,0
9793,Manhattan,200,3,203,Medium,271
9802,Manhattan,169,4,68,Medium,44
9805,Manhattan,151,3,19,Medium,0
9809,Brooklyn,190,2,63,Medium,0
9812,Manhattan,210,2,193,Medium,169
9814,Manhattan,200,5,12,Medium,0
9820,Queens,122,3,109,Medium,271
9823,Manhattan,110,4,45,Medium,59
9833,Brooklyn,110,3,125,Medium,315
9840,Manhattan,170,3,39,Medium,19
9853,Manhattan,160,1,26,Medium,0
9862,Brooklyn,139,2,21,Medium,188
9864,Queens,125,2,108,Medium,321
9865,Manhattan,115,2,18,Medium,0
9874,Brooklyn,250,7,33,Medium,0
9876,Manhattan,215,1,75,Medium,331
9878,Manhattan,250,2,18,Medium,0
9882,Manhattan,118,2,259,Medium,47
9886,Manhattan,299,3,90,Medium,304
9889,Manhattan,167,30,44,Medium,188
9890,Manhattan,103,5,42,Medium,221
9891,Manhattan,145,6,13,Medium,0
9897,Brooklyn,370,2,132,High,257
9905,Manhattan,150,3,17,Medium,364
9908,Manhattan,230,1,161,Medium,347
9916,Brooklyn,195,3,84,Medium,18
9918,Manhattan,250,2,11,Medium,0
9941,Brooklyn,155,2,139,Medium,235
9944,Manhattan,205,2,23,Medium,0
9949,Manhattan,270,30,195,Medium,270
9951,Queens,150,3,21,Medium,349
9958,Brooklyn,199,7,35,Medium,283
9963,Manhattan,130,5,12,Medium,0
9988,Manhattan,200,2,49,Medium,205
9990,Brooklyn,150,30,11,Medium,332
9995,Brooklyn,220,5,27,Medium,0
9996,Brooklyn,147,3,23,Medium,2
10001,Brooklyn,225,3,105,Medium,94
10004,Brooklyn,120,1,205,Medium,349
10010,Brooklyn,160,3,38,Medium,249
10013,Brooklyn,215,4,99,Medium,0
10019,Brooklyn,175,3,96,Medium,328
10028,Brooklyn,150,4,96,Medium,3
10053,Manhattan,150,1,32,Medium,358
10054,Brooklyn,147,4,91,Medium,3
10055,Manhattan,182,1,221,Medium,327
10058,Manhattan,175,3,174,Medium,194
10069,Manhattan,189,1,14,Medium,0
10072,Brooklyn,150,1,78,Medium,365
10082,Brooklyn,180,2,17,Medium,0
10083,Brooklyn,200,4,12,Medium,5
10084,Brooklyn,220,1,88,Medium,60
10086,Manhattan,300,3,12,High,33
10091,Brooklyn,145,5,18,Medium,0
10095,Manhattan,153,4,91,Medium,4
10100,Manhattan,195,1,112,Medium,262
10104,Brooklyn,120,2,35,Medium,346
10105,Brooklyn,111,2,15,Medium,0
10113,Manhattan,210,2,20,Medium,0
10116,Manhattan,200,6,45,Medium,0
10117,Queens,120,30,29,Medium,178
10121,Manhattan,450,3,35,High,264
10126,Manhattan,238,30,14,Medium,91
10128,Brooklyn,150,7,43,Medium,53
10136,Queens,289,2,176,Medium,309
10137,Manhattan,245,3,115,Medium,125
10140,Manhattan,149,4,33,Medium,53
10143,Brooklyn,165,3,120,Medium,170
10147,Manhattan,175,2,13,Medium,0
10148,Brooklyn,175,4,99,Medium,334
10151,Manhattan,170,2,53,Medium,0
10158,Manhattan,175,4,36,Medium,0
10165,Manhattan,142,2,48,Medium,329
10174,Manhattan,173,30,12,Medium,194
10176,Brooklyn,160,5,148,Medium,149
10177,Brooklyn,116,2,17,Medium,329
10180,Manhattan,150,4,11,Medium,0
10181,Manhattan,104,3,42,Medium,219
10185,Manhattan,374,30,16,High,363
10189,Brooklyn,155,5,80,Medium,256
10196,Brooklyn,145,6,35,Medium,31
10198,Brooklyn,195,7,14,Medium,326
10200,Manhattan,500,7,44,High,365
10206,Manhattan,425,4,68,High,36
10212,Manhattan,800,30,22,High,266
10233,Manhattan,221,3,99,Medium,110
10234,Brooklyn,500,2,39,High,330
10242,Brooklyn,108,1,40,Medium,0
10245,Brooklyn,150,1,20,Medium,35
10246,Brooklyn,119,2,27,Medium,154
10251,Manhattan,295,3,63,Medium,214
10263,Manhattan,135,1,214,Medium,170
10273,Manhattan,120,3,39,Medium,1
10276,Manhattan,150,2,52,Medium,72
10281,Manhattan,140,4,11,Medium,10
10285,Queens,138,1,227,Medium,21
10287,Brooklyn,109,2,105,Medium,244
10288,Brooklyn,135,4,106,Medium,282
10296,Brooklyn,275,6,28,Medium,0
10306,Brooklyn,285,3,66,Medium,292
10308,Queens,200,2,70,Medium,90
10310,Manhattan,150,2,25,Medium,0
10319,Brooklyn,175,11,11,Medium,0
10320,Manhattan,250,2,105,Medium,307
10328,Brooklyn,108,4,21,Medium,12
10332,Manhattan,140,5,16,Medium,1
10337,Brooklyn,120,2,92,Medium,54
10351,Brooklyn,160,2,14,Medium,0
10360,Brooklyn,105,2,232,Medium,64
10365,Brooklyn,120,2,11,Medium,6
10367,Brooklyn,130,3,20,Medium,0
10376,Manhattan,225,3,159,Medium,132
10378,Bronx,107,1,73,Medium,173
10380,Brooklyn,200,2,120,Medium,287
10383,Manhattan,160,2,53,Medium,344
10400,Manhattan,400,1,15,High,6
10401,Manhattan,165,3,68,Medium,195
10406,Brooklyn,275,3,77,Medium,256
10407,Manhattan,135,3,250,Medium,111
10414,Manhattan,115,30,12,Medium,239
10418,Manhattan,180,5,95,Medium,60
10422,Manhattan,250,2,26,Medium,0
10426,Brooklyn,250,1,54,Medium,365
10428,Manhattan,400,3,15,High,0
10431,Manhattan,1195,3,109,High,264
10440,Brooklyn,170,3,36,Medium,1
10444,Brooklyn,280,2,24,Medium,151
10447,Manhattan,250,6,17,Medium,0
10451,Manhattan,375,3,19,High,0
10454,Manhattan,110,1,133,Medium,267
10458,Manhattan,120,2,128,Medium,246
10459,Brooklyn,240,1,33,Medium,83
10462,Manhattan,185,7,17,Medium,0
10470,Manhattan,109,1,76,Medium,0
10472,Manhattan,152,1,39,Medium,157
10473,Brooklyn,150,3,28,Medium,168
10474,Manhattan,300,3,30,High,87
10480,Brooklyn,119,1,171,Medium,236
10483,Manhattan,250,1,22,Medium,365
10486,Manhattan,163,1,30,Medium,188
10489,Brooklyn,135,4,54,Medium,158
10496,Manhattan,150,4,15,Medium,0
10499,Manhattan,295,3,32,Medium,0
10504,Manhattan,147,7,27,Medium,294
10508,Brooklyn,119,4,115,Medium,26
10510,Brooklyn,132,2,81,Medium,10
10515,Brooklyn,104,2,15,Medium,100
10520,Brooklyn,999,2,141,High,67
10525,Manhattan,350,3,74,High,247
10526,Brooklyn,395,3,60,High,17
10528,Manhattan,180,4,20,Medium,13
10532,Queens,195,3,121,Medium,66
10537,Brooklyn,140,4,18,Medium,30
10540,Manhattan,250,1,134,Medium,306
10550,Manhattan,130,180,15,Medium,365
10553,Manhattan,165,7,86,Medium,99
10567,Brooklyn,125,3,92,Medium,121
10569,Manhattan,110,4,81,Medium,360
10573,Manhattan,205,3,47,Medium,262
10580,Brooklyn,103,7,14,Medium,13
10583,Manhattan,245,4,55,Medium,261
10597,Brooklyn,120,30,51,Medium,202
10601,Manhattan,159,3,170,Medium,37
10602,Manhattan,200,1,101,Medium,247
10612,Manhattan,185,3,200,Medium,6
10615,Manhattan,159,1,126,Medium,338
10621,Manhattan,150,2,13,Medium,362
10622,Brooklyn,165,2,129,Medium,235
10629,Manhattan,150,4,111,Medium,99
10632,Brooklyn,239,5,147,Medium,142
10635,Manhattan,200,2,113,Medium,197
10641,Manhattan,250,2,48,Medium,211
10645,Manhattan,124,2,14,Medium,0
10649,Brooklyn,115,3,27,Medium,166
10656,Manhattan,120,2,11,Medium,263
10657,Manhattan,150,2,13,Medium,271
10659,Manhattan,150,5,11,Medium,0
10671,Manhattan,175,3,24,Medium,0
10672,Brooklyn,200,2,147,Medium,103
10673,Manhattan,180,1,146,Medium,270
10679,Brooklyn,230,2,203,Medium,283
10686,Brooklyn,199,1,20,Medium,365
10689,Manhattan,200,2,146,Medium,264
10692,Brooklyn,120,2,78,Medium,206
10706,Manhattan,215,3,72,Medium,0
10710,Bronx,325,2,44,High,153
10718,Manhattan,194,3,117,Medium,0
10725,Manhattan,700,2,31,High,54
10728,Brooklyn,150,4,61,Medium,365
10731,Manhattan,240,1,72,Medium,0
10736,Brooklyn,139,4,84,Medium,307
10742,Manhattan,199,3,107,Medium,276
10748,Brooklyn,225,3,38,Medium,135
10752,Manhattan,180,3,18,Medium,362
10762,Manhattan,189,2,39,Medium,37
10763,Brooklyn,121,2,16,Medium,0
10769,Manhattan,174,3,11,Medium,0
10776,Manhattan,230,8,23,Medium,0
10779,Brooklyn,125,2,80,Medium,105
10784,Brooklyn,160,2,59,Medium,304
10787,Manhattan,194,5,29,Medium,102
10789,Brooklyn,205,3,84,Medium,172
10793,Manhattan,150,2,16,Medium,0
10797,Manhattan,250,1,13,Medium,0
10800,Queens,125,1,172,Medium,234
10802,Brooklyn,300,3,70,High,338
10808,Brooklyn,135,2,129,Medium,242
10816,Brooklyn,155,2,188,Medium,262
10818,Manhattan,140,2,35,Medium,28
10826,Manhattan,145,2,31,Medium,0
10847,Brooklyn,200,10,27,Medium,280
10853,Manhattan,140,1,71,Medium,256
10856,Brooklyn,123,3,141,Medium,0
10858,Brooklyn,125,4,13,Medium,180
10859,Manhattan,299,2,25,Medium,221
10864,Manhattan,150,5,11,Medium,0
10867,Manhattan,124,3,102,Medium,247
10879,Brooklyn,135,6,12,Medium,188
10898,Manhattan,360,1,13,High,188
10899,Manhattan,185,4,15,Medium,7
10902,Manhattan,195,3,67,Medium,265
10904,Brooklyn,150,3,107,Medium,277
10907,Manhattan,450,6,15,High,364
10912,Queens,104,2,166,Medium,195
10916,Manhattan,190,2,134,Medium,270
10921,Manhattan,235,2,20,Medium,0
10928,Manhattan,190,4,46,Medium,207
10936,Manhattan,137,1,163,Medium,32
10939,Brooklyn,124,2,13,Medium,0
10940,Manhattan,125,2,23,Medium,0
10944,Manhattan,235,1,28,Medium,364
10951,Manhattan,125,2,20,Medium,164
10952,Manhattan,374,1,31,High,188
10976,Brooklyn,200,1,52,Medium,359
10979,Brooklyn,130,3,15,Medium,356
10980,Manhattan,135,3,79,Medium,20
10981,Manhattan,165,5,25,Medium,70
11008,Brooklyn,200,3,63,Medium,354
11009,Manhattan,149,3,86,Medium,62
11014,Brooklyn,195,5,94,Medium,26
11022,Manhattan,149,5,107,Medium,12
11027,Manhattan,199,1,205,Medium,349
11031,Manhattan,330,3,12,High,58
11039,Brooklyn,105,3,26,Medium,0
11047,Brooklyn,229,3,159,Medium,231
11053,Manhattan,125,1,88,Medium,320
11054,Manhattan,190,3,130,Medium,249
11057,Brooklyn,250,2,23,Medium,0
11066,Manhattan,135,2,58,Medium,42
11067,Manhattan,425,2,95,High,0
11075,Manhattan,115,4,122,Medium,29
11076,Manhattan,130,2,19,Medium,0
11085,Manhattan,105,5,74,Medium,0
11087,Brooklyn,145,4,59,Medium,242
11098,Manhattan,175,5,16,Medium,0
11099,Staten Island,144,1,105,Medium,258
11102,Manhattan,180,1,27,Medium,0
11107,Manhattan,150,2,134,Medium,36
11116,Brooklyn,150,1,68,Medium,74
11118,Manhattan,150,2,89,Medium,55
11119,Brooklyn,120,30,143,Medium,221
11123,Manhattan,239,2,163,Medium,118
11129,Manhattan,239,1,272,Medium,305
11131,Brooklyn,150,4,12,Medium,0
11133,Brooklyn,360,3,12,High,261
11134,Manhattan,115,7,90,Medium,23
11136,Manhattan,207,4,84,Medium,88
11137,Queens,120,2,240,Medium,298
11142,Brooklyn,160,5,79,Medium,271
11154,Manhattan,130,31,31,Medium,66
11163,Brooklyn,149,6,108,Medium,268
11182,Brooklyn,285,2,53,Medium,13
11187,Manhattan,200,2,150,Medium,0
11191,Brooklyn,195,3,116,Medium,38
11194,Manhattan,115,30,18,Medium,37
11196,Brooklyn,119,4,13,Medium,0
11197,Staten Island,120,1,26,Medium,333
11212,Manhattan,105,3,17,Medium,0
11214,Brooklyn,120,2,125,Medium,177
11217,Queens,125,1,14,Medium,0
11222,Manhattan,275,2,148,Medium,216
11226,Manhattan,112,5,31,Medium,0
11231,Queens,135,3,11,Medium,0
11236,Brooklyn,110,2,86,Medium,316
11241,Manhattan,190,2,26,Medium,42
11245,Manhattan,155,3,17,Medium,0
11249,Manhattan,500,3,55,High,46
11251,Manhattan,175,7,15,Medium,0
11253,Manhattan,130,1,289,Medium,217
11262,Manhattan,117,28,125,Medium,29
11266,Manhattan,148,1,30,Medium,16
11272,Manhattan,199,2,18,Medium,1
11274,Manhattan,245,3,51,Medium,0
11275,Queens,187,6,57,Medium,275
11280,Manhattan,260,2,170,Medium,236
11286,Brooklyn,125,2,30,Medium,80
11297,Brooklyn,180,5,12,Medium,189
11299,Brooklyn,150,2,198,Medium,92
11307,Brooklyn,140,7,16,Medium,1
11309,Brooklyn,250,1,50,Medium,365
11313,Manhattan,140,1,49,Medium,16
11314,Manhattan,190,5,15,Medium,0
11320,Brooklyn,130,3,115,Medium,49
11323,Manhattan,150,1,225,Medium,0
11326,Manhattan,150,1,207,Medium,0
11332,Manhattan,150,6,51,Medium,66
11333,Manhattan,250,2,33,Medium,7
11342,Manhattan,149,5,11,Medium,0
11343,Manhattan,185,2,241,Medium,22
11345,Manhattan,175,1,49,Medium,4
11347,Brooklyn,325,1,264,High,47
11351,Brooklyn,135,28,29,Medium,268
11353,Manhattan,261,4,196,Medium,125
11356,Manhattan,225,2,62,Medium,231
11367,Manhattan,165,10,31,Medium,55
11376,Manhattan,179,3,26,Medium,6
11378,Brooklyn,115,5,28,Medium,347
11383,Manhattan,290,3,58,Medium,188
11397,Brooklyn,105,1,54,Medium,365
11403,Manhattan,190,2,76,Medium,12
11404,Manhattan,170,4,28,Medium,364
11410,Manhattan,225,1,83,Medium,344
11414,Brooklyn,129,3,93,Medium,0
11415,Manhattan,135,2,115,Medium,19
11417,Brooklyn,175,2,12,Medium,0
11424,Brooklyn,166,1,16,Medium,0
11425,Manhattan,124,1,118,Medium,278
11431,Manhattan,130,1,66,Medium,289
11432,Brooklyn,350,4,18,High,0
11439,Brooklyn,200,3,115,Medium,243
11440,Manhattan,120,6,17,Medium,0
11445,Manhattan,189,1,168,Medium,347
11446,Manhattan,150,2,11,Medium,0
11464,Brooklyn,259,2,222,Medium,250
11469,Manhattan,133,3,38,Medium,2
11470,Manhattan,259,2,103,Medium,34
11471,Brooklyn,150,7,40,Medium,279
11485,Brooklyn,140,40,59,Medium,126
11491,Brooklyn,195,4,85,Medium,63
11504,Manhattan,145,30,60,Medium,15
11505,Brooklyn,169,1,22,Medium,39
11517,Brooklyn,140,2,74,Medium,2
11528,Brooklyn,169,2,30,Medium,345
11532,Brooklyn,150,2,121,Medium,287
11533,Manhattan,140,1,13,Medium,0
11536,Brooklyn,120,3,88,Medium,49
11539,Brooklyn,129,2,137,Medium,133
11540,Brooklyn,119,2,174,Medium,65
11547,Brooklyn,275,3,51,Medium,0
11549,Brooklyn,170,3,28,Medium,0
11552,Manhattan,175,3,186,Medium,187
11555,Brooklyn,150,2,19,Medium,0
11560,Manhattan,899,6,52,High,287
11573,Brooklyn,105,4,131,Medium,55
11574,Manhattan,150,1,48,Medium,326
11577,Brooklyn,105,5,32,Medium,312
11582,Brooklyn,120,2,28,Medium,294
11585,Manhattan,125,1,27,Medium,80
11586,Manhattan,170,1,190,Medium,260
11594,Manhattan,139,3,11,Medium,0
11606,Manhattan,305,3,175,High,132
11609,Manhattan,110,3,69,Medium,5
11611,Brooklyn,150,2,11,Medium,0
11622,Manhattan,200,2,29,Medium,0
11624,Manhattan,175,7,44,Medium,193
11626,Brooklyn,130,3,129,Medium,163
11634,Brooklyn,125,2,125,Medium,229
11639,Brooklyn,140,3,60,Medium,37
11646,Manhattan,180,2,18,Medium,29
11648,Brooklyn,175,2,21,Medium,38
11661,Brooklyn,150,3,12,Medium,0
11665,Brooklyn,150,2,123,Medium,263
11671,Brooklyn,165,1,232,Medium,231
11688,Brooklyn,120,2,74,Medium,333
11699,Manhattan,104,3,65,Medium,0
11711,Manhattan,110,1,85,Medium,304
11714,Manhattan,145,6,49,Medium,76
11715,Manhattan,250,7,34,Medium,147
11717,Brooklyn,145,5,98,Medium,88
11725,Manhattan,199,28,17,Medium,114
11727,Brooklyn,150,2,40,Medium,0
11730,Brooklyn,149,2,26,Medium,360
11741,Manhattan,159,1,188,Medium,157
11747,Manhattan,220,2,93,Medium,293
11757,Manhattan,180,1,43,Medium,0
11761,Brooklyn,115,1,131,Medium,241
11763,Bronx,110,2,112,Medium,162
11764,Brooklyn,125,5,26,Medium,292
11765,Manhattan,150,3,90,Medium,37
11772,Brooklyn,120,3,184,Medium,262
11776,Brooklyn,165,2,53,Medium,289
11785,Manhattan,130,2,210,Medium,237
11788,Manhattan,249,7,107,Medium,249
11791,Manhattan,169,1,66,Medium,231
11797,Manhattan,180,4,13,Medium,4
11800,Queens,140,4,11,Medium,38
11805,Brooklyn,108,7,19,Medium,21
11840,Brooklyn,150,3,34,Medium,0
11844,Manhattan,400,3,124,High,245
11845,Manhattan,201,1,162,Medium,73
11849,Manhattan,185,5,14,Medium,4
11869,Manhattan,170,1,137,Medium,289
11870,Manhattan,120,1,206,Medium,278
11872,Brooklyn,110,2,50,Medium,0
11873,Manhattan,177,2,123,Medium,261
11877,Manhattan,165,1,193,Medium,213
11889,Manhattan,250,5,12,Medium,20
11890,Brooklyn,125,3,93,Medium,23
11891,Brooklyn,150,5,30,Medium,284
11896,Manhattan,299,1,177,Medium,91
11903,Brooklyn,110,2,104,Medium,155
11905,Brooklyn,110,2,122,Medium,159
11910,Manhattan,150,3,12,Medium,1
11912,Manhattan,125,2,15,Medium,0
11913,Manhattan,650,3,130,High,235
11919,Manhattan,135,2,123,Medium,124
11925,Manhattan,465,3,46,High,325
11928,Manhattan,139,3,18,Medium,0
11947,Manhattan,375,1,110,High,134
11964,Manhattan,190,2,119,Medium,78
11967,Manhattan,230,3,52,Medium,325
11968,Manhattan,250,5,33,Medium,28
11974,Brooklyn,140,7,31,Medium,209
11976,Brooklyn,165,2,166,Medium,8
11977,Manhattan,175,3,14,Medium,51
11979,Brooklyn,209,1,178,Medium,228
11993,Queens,144,2,13,Medium,288
12003,Brooklyn,161,2,21,Medium,2
12004,Brooklyn,110,2,24,Medium,0
12017,Brooklyn,150,4,76,Medium,274
12021,Manhattan,300,3,25,High,0
12024,Brooklyn,170,2,127,Medium,236
12031,Manhattan,170,3,11,Medium,0
12040,Manhattan,296,2,24,Medium,0
12042,Bronx,139,3,30,Medium,357
12050,Brooklyn,140,29,12,Medium,339
12053,Manhattan,120,5,79,Medium,307
12056,Queens,200,30,68,Medium,365
12064,Brooklyn,375,1,23,High,364
12066,Manhattan,199,1,49,Medium,230
12073,Brooklyn,130,2,16,Medium,262
12076,Manhattan,465,3,74,High,62
12078,Brooklyn,165,5,201,Medium,212
12083,Manhattan,200,1,52,Medium,74
12089,Manhattan,120,5,125,Medium,177
12095,Manhattan,108,1,11,Medium,0
12106,Manhattan,160,2,143,Medium,215
12109,Brooklyn,325,3,16,High,103
12112,Brooklyn,280,1,13,Medium,363
12113,Manhattan,110,2,166,Medium,229
12115,Brooklyn,125,2,127,Medium,126
12116,Manhattan,275,4,18,Medium,85
12117,Brooklyn,308,2,22,High,109
12126,Brooklyn,128,2,37,Medium,0
12127,Brooklyn,200,2,19,Medium,0
12133,Brooklyn,142,2,18,Medium,0
12135,Queens,155,2,14,Medium,90
12138,Manhattan,180,1,156,Medium,22
12142,Brooklyn,129,5,89,Medium,72
12151,Queens,500,2,20,High,243
12155,Brooklyn,289,3,128,Medium,92
12156,Brooklyn,130,5,102,Medium,288
12159,Manhattan,130,4,94,Medium,27
12166,Brooklyn,275,5,77,Medium,6
12169,Manhattan,185,3,177,Medium,216
12172,Brooklyn,330,2,84,High,327
12178,Manhattan,310,3,117,High,57
12182,Brooklyn,155,4,128,Medium,0
12184,Manhattan,125,4,148,Medium,129
12188,Manhattan,145,1,152,Medium,200
12189,Queens,125,2,38,Medium,330
12193,Brooklyn,531,1,119,High,353
12194,Manhattan,199,1,81,Medium,318
12195,Manhattan,214,3,151,Medium,219
12198,Manhattan,240,2,64,Medium,262
12199,Queens,114,4,74,Medium,350
12203,Brooklyn,145,10,18,Medium,157
12206,Manhattan,225,3,49,Medium,322
12207,Manhattan,150,2,51,Medium,0
12212,Manhattan,175,1,15,Medium,0
12213,Brooklyn,525,4,11,High,159
12216,Manhattan,159,30,21,Medium,141
12220,Brooklyn,115,4,132,Medium,71
12222,Manhattan,209,1,116,Medium,168
12230,Brooklyn,125,2,180,Medium,116
12234,Manhattan,180,2,51,Medium,6
12240,Manhattan,150,3,39,Medium,0
12243,Manhattan,145,6,106,Medium,249
12244,Brooklyn,175,10,11,Medium,0
12249,Manhattan,345,4,16,High,206
12252,Manhattan,219,4,130,Medium,329
12254,Manhattan,225,3,76,Medium,360
12255,Manhattan,275,2,95,Medium,248
12256,Manhattan,350,4,47,High,283
12260,Brooklyn,119,8,37,Medium,85
12262,Brooklyn,335,2,21,High,304
12265,Manhattan,299,4,114,Medium,282
12269,Brooklyn,150,2,59,Medium,19
12274,Manhattan,190,3,102,Medium,281
12284,Manhattan,400,5,15,High,78
12290,Manhattan,165,5,42,Medium,281
12303,Brooklyn,150,4,116,Medium,165
12304,Manhattan,166,3,54,Medium,0
12306,Manhattan,220,5,49,Medium,251
12318,Manhattan,199,7,36,Medium,164
12326,Brooklyn,149,1,87,Medium,151
12333,Brooklyn,140,2,45,Medium,345
12340,Brooklyn,140,90,78,Medium,126
12343,Brooklyn,186,3,104,Medium,249
12344,Brooklyn,245,3,20,Medium,128
12361,Brooklyn,160,7,46,Medium,254
